id,seq
61,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int lower_bound FormalParameter BasicType int a FormalParameter BasicType int n FormalParameter BasicType int x LocalVariableDeclaration BasicType int VariableDeclarator k Literal 1 WhileStatement BinaryOperation < MemberReference k MemberReference n StatementExpression Assignment MemberReference k Literal 1 <<= End LocalVariableDeclaration BasicType int VariableDeclarator pos Literal - 1 ForStatement ForControl BinaryOperation != MemberReference k Literal 0 Assignment MemberReference k Literal 1 >>= BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator next BinaryOperation + MemberReference pos MemberReference k IfStatement BinaryOperation && BinaryOperation < MemberReference next MemberReference n BinaryOperation < MemberReference ArraySelector MemberReference next a MemberReference x StatementExpression Assignment MemberReference pos MemberReference next = End End ReturnStatement BinaryOperation + MemberReference pos Literal 1
6,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int binary_search FormalParameter Modifier final BasicType int a FormalParameter BasicType int n FormalParameter BasicType int x LocalVariableDeclaration BasicType int VariableDeclarator lo Literal 0 VariableDeclarator hi BinaryOperation - MemberReference n Literal 1 WhileStatement BinaryOperation <= MemberReference lo MemberReference hi BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator mid BinaryOperation + MemberReference lo BinaryOperation >>> BinaryOperation - MemberReference hi MemberReference lo Literal 1 LocalVariableDeclaration BasicType int VariableDeclarator v MemberReference ArraySelector MemberReference mid a IfStatement BinaryOperation < MemberReference v MemberReference x BlockStatement StatementExpression Assignment MemberReference lo BinaryOperation + MemberReference mid Literal 1 = IfStatement BinaryOperation > MemberReference v MemberReference x BlockStatement StatementExpression Assignment MemberReference hi BinaryOperation - MemberReference mid Literal 1 = BlockStatement ReturnStatement MemberReference mid End End End ReturnStatement Literal - 1
83,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType long max_subarray_sum FormalParameter BasicType int a FormalParameter BasicType int n IfStatement BinaryOperation <= MemberReference n Literal 0 ReturnStatement Literal 0L End LocalVariableDeclaration BasicType int VariableDeclarator m Literal 1 WhileStatement BinaryOperation < MemberReference m MemberReference n StatementExpression Assignment MemberReference m Literal 1 <<= End LocalVariableDeclaration BasicType int VariableDeclarator size BinaryOperation << MemberReference m Literal 1 LocalVariableDeclaration BasicType long VariableDeclarator sum ArrayCreator BasicType long MemberReference size LocalVariableDeclaration BasicType long VariableDeclarator pref ArrayCreator BasicType long MemberReference size LocalVariableDeclaration BasicType long VariableDeclarator suff ArrayCreator BasicType long MemberReference size LocalVariableDeclaration BasicType long VariableDeclarator best ArrayCreator BasicType long MemberReference size LocalVariableDeclaration BasicType long VariableDeclarator NEG_INF BinaryOperation / MemberReference Long MIN_VALUE Literal 4 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MemberReference m MemberReference ++ i BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator idx BinaryOperation + MemberReference m MemberReference i IfStatement BinaryOperation < MemberReference i MemberReference n BlockStatement LocalVariableDeclaration BasicType long VariableDeclarator v MemberReference ArraySelector MemberReference i a StatementExpression Assignment MemberReference ArraySelector MemberReference idx sum MemberReference v = StatementExpression Assignment MemberReference ArraySelector MemberReference idx pref MemberReference v = StatementExpression Assignment MemberReference ArraySelector MemberReference idx suff MemberReference v = StatementExpression Assignment MemberReference ArraySelector MemberReference idx best MemberReference v = BlockStatement StatementExpression Assignment MemberReference ArraySelector MemberReference idx sum Literal 0L = StatementExpression Assignment MemberReference ArraySelector MemberReference idx pref MemberReference NEG_INF = StatementExpression Assignment MemberReference ArraySelector MemberReference idx suff MemberReference NEG_INF = StatementExpression Assignment MemberReference ArraySelector MemberReference idx best MemberReference NEG_INF = End End ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i BinaryOperation - MemberReference m Literal 1 BinaryOperation >= MemberReference i Literal 1 MemberReference -- i BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator l BinaryOperation << MemberReference i Literal 1 VariableDeclarator r BinaryOperation + MemberReference l Literal 1 StatementExpression Assignment MemberReference ArraySelector MemberReference i sum BinaryOperation + MemberReference ArraySelector MemberReference l sum MemberReference ArraySelector MemberReference r sum = LocalVariableDeclaration BasicType long VariableDeclarator prefCand1 MemberReference ArraySelector MemberReference l pref LocalVariableDeclaration BasicType long VariableDeclarator prefCand2 TernaryExpression BinaryOperation == MemberReference ArraySelector MemberReference r pref MemberReference NEG_INF MemberReference NEG_INF BinaryOperation + MemberReference ArraySelector MemberReference l sum MemberReference ArraySelector MemberReference r pref StatementExpression Assignment MemberReference ArraySelector MemberReference i pref MethodInvocation Math MemberReference prefCand1 MemberReference prefCand2 max = LocalVariableDeclaration BasicType long VariableDeclarator suffCand1 MemberReference ArraySelector MemberReference r suff LocalVariableDeclaration BasicType long VariableDeclarator suffCand2 TernaryExpression BinaryOperation == MemberReference ArraySelector MemberReference l suff MemberReference NEG_INF MemberReference NEG_INF BinaryOperation + MemberReference ArraySelector MemberReference r sum MemberReference ArraySelector MemberReference l suff StatementExpression Assignment MemberReference ArraySelector MemberReference i suff MethodInvocation Math MemberReference suffCand1 MemberReference suffCand2 max = LocalVariableDeclaration BasicType long VariableDeclarator bestCand TernaryExpression BinaryOperation >= MemberReference ArraySelector MemberReference l best MemberReference ArraySelector MemberReference r best MemberReference ArraySelector MemberReference l best MemberReference ArraySelector MemberReference r best LocalVariableDeclaration BasicType long VariableDeclarator crossCand TernaryExpression BinaryOperation || BinaryOperation == MemberReference ArraySelector MemberReference l suff MemberReference NEG_INF BinaryOperation == MemberReference ArraySelector MemberReference r pref MemberReference NEG_INF MemberReference NEG_INF BinaryOperation + MemberReference ArraySelector MemberReference l suff MemberReference ArraySelector MemberReference r pref StatementExpression Assignment MemberReference ArraySelector MemberReference i best TernaryExpression BinaryOperation >= MemberReference bestCand MemberReference crossCand MemberReference bestCand MemberReference crossCand = End ReturnStatement MemberReference ArraySelector Literal 1 best
26,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int is_non_decreasing FormalParameter BasicType int a FormalParameter BasicType int n IfStatement BinaryOperation == MemberReference a Literal null ReturnStatement TernaryExpression BinaryOperation <= MemberReference n Literal 1 Literal 1 Literal 0 End IfStatement BinaryOperation <= MemberReference n Literal 1 ReturnStatement Literal 1 End LocalVariableDeclaration BasicType int VariableDeclarator minRight MemberReference ArraySelector BinaryOperation - MemberReference n Literal 1 a ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i BinaryOperation - MemberReference n Literal 2 BinaryOperation >= MemberReference i Literal 0 MemberReference -- i BlockStatement IfStatement BinaryOperation > MemberReference ArraySelector MemberReference i a MemberReference minRight ReturnStatement Literal 0 End IfStatement BinaryOperation < MemberReference ArraySelector MemberReference i a MemberReference minRight StatementExpression Assignment MemberReference minRight MemberReference ArraySelector MemberReference i a = End End ReturnStatement Literal 1
54,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int lcm FormalParameter BasicType int a FormalParameter BasicType int b IfStatement BinaryOperation || BinaryOperation == MemberReference a Literal 0 BinaryOperation == MemberReference b Literal 0 ReturnStatement Literal 0 End LocalVariableDeclaration BasicType long VariableDeclarator x MethodInvocation Math Cast BasicType long MemberReference a abs LocalVariableDeclaration BasicType long VariableDeclarator y MethodInvocation Math Cast BasicType long MemberReference b abs LocalVariableDeclaration BasicType long VariableDeclarator u MemberReference x VariableDeclarator v MemberReference y WhileStatement BinaryOperation != MemberReference v Literal 0 BlockStatement LocalVariableDeclaration BasicType long VariableDeclarator t BinaryOperation % MemberReference u MemberReference v StatementExpression Assignment MemberReference u MemberReference v = StatementExpression Assignment MemberReference v MemberReference t = End LocalVariableDeclaration BasicType long VariableDeclarator g MemberReference u LocalVariableDeclaration BasicType long VariableDeclarator l BinaryOperation * BinaryOperation / MemberReference x MemberReference g MemberReference y ReturnStatement Cast BasicType int MemberReference l
68,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int lower_bound FormalParameter BasicType int a FormalParameter BasicType int n FormalParameter BasicType int x IfStatement BinaryOperation <= MemberReference n Literal 0 ReturnStatement Literal 0 End IfStatement BinaryOperation >= MemberReference ArraySelector Literal 0 a MemberReference x ReturnStatement Literal 0 End LocalVariableDeclaration BasicType int VariableDeclarator lo Literal 0 VariableDeclarator hi Literal 1 WhileStatement BinaryOperation && BinaryOperation < MemberReference hi MemberReference n BinaryOperation < MemberReference ArraySelector MemberReference hi a MemberReference x BlockStatement StatementExpression Assignment MemberReference lo MemberReference hi = StatementExpression Assignment MemberReference hi Literal 1 <<= End IfStatement BinaryOperation > MemberReference hi MemberReference n StatementExpression Assignment MemberReference hi MemberReference n = End LocalVariableDeclaration BasicType int VariableDeclarator l BinaryOperation + MemberReference lo Literal 1 VariableDeclarator r MemberReference hi WhileStatement BinaryOperation < MemberReference l MemberReference r BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator m BinaryOperation + MemberReference l BinaryOperation >>> BinaryOperation - MemberReference r MemberReference l Literal 1 IfStatement BinaryOperation < MemberReference ArraySelector MemberReference m a MemberReference x StatementExpression Assignment MemberReference l BinaryOperation + MemberReference m Literal 1 = StatementExpression Assignment MemberReference r MemberReference m = End End ReturnStatement MemberReference l
4,ClassDeclaration Modifier public Algo MethodDeclaration Modifier static public BasicType int binary_search FormalParameter BasicType int a FormalParameter BasicType int n FormalParameter BasicType int x LocalVariableDeclaration BasicType int VariableDeclarator low Literal 0 LocalVariableDeclaration BasicType int VariableDeclarator high BinaryOperation - MemberReference n Literal 1 WhileStatement BinaryOperation <= MemberReference low MemberReference high BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator mid BinaryOperation + MemberReference low BinaryOperation / BinaryOperation - MemberReference high MemberReference low Literal 2 LocalVariableDeclaration BasicType int VariableDeclarator v MemberReference ArraySelector MemberReference mid a IfStatement BinaryOperation == MemberReference v MemberReference x BlockStatement ReturnStatement MemberReference mid IfStatement BinaryOperation < MemberReference v MemberReference x BlockStatement StatementExpression Assignment MemberReference low BinaryOperation + MemberReference mid Literal 1 = BlockStatement StatementExpression Assignment MemberReference high BinaryOperation - MemberReference mid Literal 1 = End End End ReturnStatement Literal - 1
38,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int is_prime FormalParameter BasicType int n IfStatement BinaryOperation < MemberReference n Literal 2 ReturnStatement Literal 0 End IfStatement BinaryOperation || BinaryOperation == MemberReference n Literal 2 BinaryOperation == MemberReference n Literal 3 ReturnStatement Literal 1 End IfStatement BinaryOperation == BinaryOperation & MemberReference n Literal 1 Literal 0 ReturnStatement Literal 0 End IfStatement BinaryOperation == BinaryOperation % MemberReference n Literal 3 Literal 0 ReturnStatement Literal 0 End LocalVariableDeclaration BasicType long VariableDeclarator d BinaryOperation - MemberReference n Literal 1 LocalVariableDeclaration BasicType int VariableDeclarator s Literal 0 WhileStatement BinaryOperation == BinaryOperation & MemberReference d Literal 1 Literal 0 BlockStatement StatementExpression Assignment MemberReference d Literal 1 >>= StatementExpression MemberReference ++ s End LocalVariableDeclaration BasicType int VariableDeclarator bases ArrayInitializer Literal 2 Literal 7 Literal 61 ForStatement EnhancedForControl VariableDeclaration BasicType int VariableDeclarator a MemberReference bases BlockStatement IfStatement BinaryOperation == BinaryOperation % MemberReference a MemberReference n Literal 0 ContinueStatement End LocalVariableDeclaration BasicType long VariableDeclarator x Literal 1 LocalVariableDeclaration BasicType long VariableDeclarator base BinaryOperation % MemberReference a MemberReference n LocalVariableDeclaration BasicType long VariableDeclarator dd MemberReference d WhileStatement BinaryOperation > MemberReference dd Literal 0 BlockStatement IfStatement BinaryOperation != BinaryOperation & MemberReference dd Literal 1L Literal 0 StatementExpression Assignment MemberReference x BinaryOperation % BinaryOperation * MemberReference x MemberReference base MemberReference n = End StatementExpression Assignment MemberReference base BinaryOperation % BinaryOperation * MemberReference base MemberReference base MemberReference n = StatementExpression Assignment MemberReference dd Literal 1 >>= End IfStatement BinaryOperation || BinaryOperation == MemberReference x Literal 1 BinaryOperation == MemberReference x BinaryOperation - MemberReference n Literal 1 ContinueStatement End LocalVariableDeclaration BasicType boolean VariableDeclarator witness Literal true ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator r Literal 1 BinaryOperation < MemberReference r MemberReference s MemberReference ++ r BlockStatement StatementExpression Assignment MemberReference x BinaryOperation % BinaryOperation * MemberReference x MemberReference x MemberReference n = IfStatement BinaryOperation == MemberReference x BinaryOperation - MemberReference n Literal 1 BlockStatement StatementExpression Assignment MemberReference witness Literal false = BreakStatement End End IfStatement MemberReference witness ReturnStatement Literal 0 End End ReturnStatement Literal 1
65,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int lower_bound FormalParameter BasicType int a FormalParameter BasicType int n FormalParameter BasicType int x LocalVariableDeclaration BasicType int VariableDeclarator l Literal 0 VariableDeclarator r MemberReference n WhileStatement BinaryOperation < MemberReference l MemberReference r BlockStatement LocalVariableDeclaration BasicType int VariableDeclarator m BinaryOperation + MemberReference l BinaryOperation >>> BinaryOperation - MemberReference r MemberReference l Literal 1 IfStatement BinaryOperation < MemberReference ArraySelector MemberReference m a MemberReference x BlockStatement StatementExpression Assignment MemberReference l BinaryOperation + MemberReference m Literal 1 = BlockStatement StatementExpression Assignment MemberReference r MemberReference m = End End ReturnStatement MemberReference l
115,ClassDeclaration Modifier public Algo MethodDeclaration Modifier static public BasicType int rotl32 FormalParameter BasicType int x FormalParameter BasicType int r LocalVariableDeclaration BasicType int VariableDeclarator s BinaryOperation & MemberReference r Literal 31 ReturnStatement BinaryOperation | BinaryOperation << MemberReference x MemberReference s BinaryOperation >>> MemberReference x BinaryOperation & MemberReference - s Literal 31
80,ClassDeclaration Modifier public Algo MethodDeclaration Modifier static public BasicType long max_subarray_sum FormalParameter Modifier final BasicType int a FormalParameter BasicType long n LocalVariableDeclaration BasicType int VariableDeclarator m Cast BasicType int MethodInvocation Math MethodInvocation Math MemberReference n Literal 0L max Cast BasicType long TernaryExpression BinaryOperation == MemberReference a Literal null Literal 0 MemberReference a length min IfStatement BinaryOperation <= MemberReference m Literal 0 ReturnStatement Literal 0L End IfStatement BinaryOperation == MemberReference m Literal 1 ReturnStatement MemberReference ArraySelector Literal 0 a End LocalVariableDeclaration BasicType int VariableDeclarator mid BinaryOperation >>> MemberReference m Literal 1 LocalVariableDeclaration BasicType long VariableDeclarator leftBest MethodInvocation MethodInvocation java.util.Arrays MemberReference a Literal 0 MemberReference mid copyOfRange MemberReference mid max_subarray_sum LocalVariableDeclaration BasicType long VariableDeclarator rightBest MethodInvocation MethodInvocation java.util.Arrays MemberReference a MemberReference mid MemberReference m copyOfRange BinaryOperation - Cast BasicType long MemberReference m MemberReference mid max_subarray_sum LocalVariableDeclaration BasicType long VariableDeclarator bestCrossLeft MemberReference Long MIN_VALUE LocalVariableDeclaration BasicType long VariableDeclarator acc Literal 0 ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i BinaryOperation - MemberReference mid Literal 1 BinaryOperation >= MemberReference i Literal 0 MemberReference -- i BlockStatement StatementExpression Assignment MemberReference acc MemberReference ArraySelector MemberReference i a += IfStatement BinaryOperation > MemberReference acc MemberReference bestCrossLeft StatementExpression Assignment MemberReference bestCrossLeft MemberReference acc = End End LocalVariableDeclaration BasicType long VariableDeclarator bestCrossRight MemberReference Long MIN_VALUE StatementExpression Assignment MemberReference acc Literal 0 = ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i MemberReference mid BinaryOperation < MemberReference i MemberReference m MemberReference ++ i BlockStatement StatementExpression Assignment MemberReference acc MemberReference ArraySelector MemberReference i a += IfStatement BinaryOperation > MemberReference acc MemberReference bestCrossRight StatementExpression Assignment MemberReference bestCrossRight MemberReference acc = End End LocalVariableDeclaration BasicType long VariableDeclarator cross BinaryOperation + MemberReference bestCrossLeft MemberReference bestCrossRight ReturnStatement MethodInvocation Math MethodInvocation Math MemberReference leftBest MemberReference rightBest max MemberReference cross max
27,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int is_non_decreasing FormalParameter Modifier final BasicType int a FormalParameter BasicType long n IfStatement BinaryOperation <= MemberReference n Literal 1 ReturnStatement Literal 1 End IfStatement BinaryOperation == MemberReference a Literal null ReturnStatement Literal 0 End LocalVariableDeclaration BasicType int VariableDeclarator m TernaryExpression BinaryOperation < MemberReference n Literal 0 Literal 0 TernaryExpression BinaryOperation > MemberReference n MemberReference a length MemberReference a length Cast BasicType int MemberReference n IfStatement BinaryOperation <= MemberReference m Literal 1 ReturnStatement Literal 1 End LocalVariableDeclaration BasicType int VariableDeclarator b ArrayCreator BasicType int MemberReference m StatementExpression MethodInvocation System MemberReference a Literal 0 MemberReference b Literal 0 MemberReference m arraycopy StatementExpression MethodInvocation java.util.Arrays MemberReference b sort ForStatement ForControl VariableDeclaration BasicType int VariableDeclarator i Literal 0 BinaryOperation < MemberReference i MemberReference m MemberReference ++ i BlockStatement IfStatement BinaryOperation != MemberReference ArraySelector MemberReference i a MemberReference ArraySelector MemberReference i b ReturnStatement Literal 0 End End ReturnStatement Literal 1
59,ClassDeclaration Modifier public Algo MethodDeclaration Modifier static public BasicType int lcm FormalParameter BasicType int a FormalParameter BasicType int b IfStatement BinaryOperation || BinaryOperation == MemberReference a Literal 0 BinaryOperation == MemberReference b Literal 0 ReturnStatement Literal 0 End LocalVariableDeclaration BasicType long VariableDeclarator x MethodInvocation Math Cast BasicType long MemberReference a abs LocalVariableDeclaration BasicType long VariableDeclarator y MethodInvocation Math Cast BasicType long MemberReference b abs LocalVariableDeclaration BasicType long VariableDeclarator r Literal 1 LocalVariableDeclaration BasicType long VariableDeclarator d Literal 2 WhileStatement BinaryOperation || BinaryOperation > MemberReference x Literal 1 BinaryOperation > MemberReference y Literal 1 BlockStatement LocalVariableDeclaration BasicType boolean VariableDeclarator divided Literal false IfStatement BinaryOperation == BinaryOperation % MemberReference x MemberReference d Literal 0 BlockStatement StatementExpression Assignment MemberReference x MemberReference d /= StatementExpression Assignment MemberReference divided Literal true = End IfStatement BinaryOperation == BinaryOperation % MemberReference y MemberReference d Literal 0 BlockStatement StatementExpression Assignment MemberReference y MemberReference d /= StatementExpression Assignment MemberReference divided Literal true = End IfStatement MemberReference divided BlockStatement StatementExpression Assignment MemberReference r MemberReference d *= BlockStatement StatementExpression Assignment MemberReference d TernaryExpression BinaryOperation == MemberReference d Literal 2 Literal 1 Literal 2 += End End ReturnStatement Cast BasicType int MemberReference r
13,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int gcd FormalParameter BasicType int a FormalParameter BasicType int b LocalVariableDeclaration BasicType long VariableDeclarator x MemberReference a IfStatement BinaryOperation < MemberReference x Literal 0 StatementExpression Assignment MemberReference x MemberReference - x = End LocalVariableDeclaration BasicType long VariableDeclarator y MemberReference b IfStatement BinaryOperation < MemberReference y Literal 0 StatementExpression Assignment MemberReference y MemberReference - y = End IfStatement BinaryOperation == MemberReference x Literal 0 ReturnStatement Cast BasicType int MemberReference y End IfStatement BinaryOperation == MemberReference y Literal 0 ReturnStatement Cast BasicType int MemberReference x End LocalVariableDeclaration BasicType int VariableDeclarator shift MethodInvocation Math MethodInvocation Long MemberReference x numberOfTrailingZeros MethodInvocation Long MemberReference y numberOfTrailingZeros min StatementExpression Assignment MemberReference x MethodInvocation Long MemberReference x numberOfTrailingZeros >>= DoStatement BinaryOperation != MemberReference y Literal 0 BlockStatement StatementExpression Assignment MemberReference y MethodInvocation Long MemberReference y numberOfTrailingZeros >>= IfStatement BinaryOperation > MemberReference x MemberReference y BlockStatement LocalVariableDeclaration BasicType long VariableDeclarator t MemberReference x StatementExpression Assignment MemberReference x MemberReference y = StatementExpression Assignment MemberReference y MemberReference t = End StatementExpression Assignment MemberReference y MemberReference x -= End LocalVariableDeclaration BasicType long VariableDeclarator g BinaryOperation << MemberReference x MemberReference shift ReturnStatement Cast BasicType int MemberReference g
122,ClassDeclaration Algo MethodDeclaration Modifier static public BasicType int rotl32 FormalParameter BasicType int x FormalParameter BasicType int r LocalVariableDeclaration BasicType int VariableDeclarator s BinaryOperation & MemberReference r Literal 31 LocalVariableDeclaration BasicType long VariableDeclarator u BinaryOperation & MemberReference x Literal 0xFFFFFFFFL LocalVariableDeclaration BasicType long VariableDeclarator t BinaryOperation | BinaryOperation << MemberReference u Literal 32 MemberReference u ReturnStatement Cast BasicType int BinaryOperation & BinaryOperation >>> MemberReference t BinaryOperation - Literal 32 MemberReference s Literal 0xFFFFFFFFL
